GUID,GEOGID,GEOGDESC,T15_2_Y,T15_2_N,T15_2_NS,T15_2_T,T15_3_B,T15_3_OTH,T15_3_N,T15_3_NS,T15_3_T,Proportion for PC,Proportion for BroadBand
2AE196291D5B13A3E055000000000001,ED3409_05038,Dundrum-Kilmacud,"1,004",198,36,"1,238","1,081",30,95,32,"1,238",81.099,87.318
2AE196291D5C13A3E055000000000001,ED3409_05039,Dundrum-Sandyford,"2,395",495,82,"2,972","2,641",85,170,76,"2,972",80.585,88.863
2AE196291D5D13A3E055000000000001,ED3409_05040,Dundrum-Sweetmount,662,141,9,812,719,16,68,9,812,81.527,88.547
2AE196291D5E13A3E055000000000001,ED3409_05041,Dundrum-Taney,706,175,27,908,759,21,106,22,908,77.753,83.59
2AE196291D3A13A3E055000000000001,ED3409_05042,Dún Laoghaire-East Central,728,173,29,930,739,44,124,23,930,78.28,79.462
2AE196291D3B13A3E055000000000001,ED3409_05043,Dún Laoghaire-Glasthule,853,203,46,"1,102",882,33,145,42,"1,102",77.405,80.036
2AE196291D3C13A3E055000000000001,ED3409_05044,Dún Laoghaire-Glenageary,567,109,21,697,572,21,78,26,697,81.349,82.066
2AE196291D3D13A3E055000000000001,ED3409_05045,Dún Laoghaire-Monkstown Farm,590,226,36,852,643,28,151,30,852,69.249,75.469
2AE196291D3E13A3E055000000000001,ED3409_05046,Dún Laoghaire-Mount Town,394,182,60,636,453,24,102,57,636,61.95,71.226
2AE196291D3F13A3E055000000000001,ED3409_05047,Dún Laoghaire-Sallynoggin East,786,223,22,"1,031",857,29,131,14,"1,031",76.237,83.123
2AE196291D4013A3E055000000000001,ED3409_05048,Dún Laoghaire-Sallynoggin South,403,154,24,581,440,19,99,23,581,69.363,75.731
2AE196291D4113A3E055000000000001,ED3409_05049,Dún Laoghaire-Sallynoggin West,748,290,28,"1,066",829,34,178,25,"1,066",70.169,77.767
2AE196291D5813A3E055000000000001,ED3409_05050,Dún Laoghaire-Sandycove,"1,153",235,22,"1,410","1,165",33,192,20,"1,410",81.773,82.624
2AE196291D5713A3E055000000000001,ED3409_05051,Dún Laoghaire-Salthill,593,132,18,743,621,26,80,16,743,79.812,83.58
2AE196291D5913A3E055000000000001,ED3409_05052,Dún Laoghaire-West Central,816,263,32,"1,111",857,40,188,26,"1,111",73.447,77.138
2AE196291D7913A3E055000000000001,ED3409_05053,Foxrock-Beechpark,525,71,6,602,538,10,48,6,602,87.209,89.369
2AE196291D7A13A3E055000000000001,ED3409_05054,Foxrock-Carrickmines,"1,816",167,24,"2,007","1,843",41,99,24,"2,007",90.483,91.829
2AE196291D7B13A3E055000000000001,ED3409_05055,Foxrock-Deans Grange,742,86,14,842,762,12,55,13,842,88.124,90.499
2AE196291D7C13A3E055000000000001,ED3409_05056,Foxrock-Torquay,444,52,14,510,465,12,24,9,510,87.059,91.176
2AE196291D7E13A3E055000000000001,ED3409_05057,Glencullen,"5,429",845,171,"6,445","5,749",246,307,143,"6,445",84.236,89.201
2AE196291DB013A3E055000000000001,ED3409_05058,Killiney North,"1,031",117,34,"1,182","1,054",21,78,29,"1,182",87.225,89.171
2AE196291DB113A3E055000000000001,ED3409_05059,Killiney South,"1,651",520,42,"2,213","1,897",67,209,40,"2,213",74.605,85.721
2AE196291E1713A3E055000000000001,ED3409_05060,Shankill-Rathmichael,"1,535",350,44,"1,929","1,647",79,173,30,"1,929",79.575,85.381
2AE196291E1813A3E055000000000001,ED3409_05061,Shankill-Rathsallagh,796,310,28,"1,134",920,17,174,23,"1,134",70.194,81.129
2AE196291E1913A3E055000000000001,ED3409_05062,Shankill-Shanganagh,"1,578",284,42,"1,904","1,689",47,136,32,"1,904",82.878,88.708
2AE196291CA013A3E055000000000001,ED3409_05063,Stillorgan-Deerpark,864,113,13,990,894,10,73,13,990,87.273,90.303
2AE196291CA113A3E055000000000001,ED3409_05064,Stillorgan-Kilmacud,"1,193",221,42,"1,456","1,264",32,122,38,"1,456",81.937,86.813
2AE196291CA213A3E055000000000001,ED3409_05065,Stillorgan-Leopardstown,920,136,19,"1,075",978,25,55,17,"1,075",85.581,90.977
2AE196291CA313A3E055000000000001,ED3409_05066,Stillorgan-Merville,945,139,25,"1,109",978,23,89,19,"1,109",85.212,88.188
2AE196291CA413A3E055000000000001,ED3409_05067,Stillorgan-Mount Merrion,678,113,18,809,712,12,72,13,809,83.807,88.01
2AE196291CA513A3E055000000000001,ED3409_05068,Stillorgan-Priory,697,118,20,835,747,15,56,17,835,83.473,89.461
2AE196291CE913A3E055000000000001,ED3409_05069,Tibradden,224,35,1,260,234,11,12,3,260,86.154,90
2AE19629229D13A3E055000000000001,ED3409_06001,Athy East Urban,920,511,89,"1,520","1,040",100,310,70,"1,520",60.526,68.421
2AE19629223C13A3E055000000000001,ED3409_06002,Athy West Urban,566,515,55,"1,136",662,82,353,39,"1,136",49.824,58.275
2AE19629225B13A3E055000000000001,ED3409_06003,Naas Urban,"5,688","1,353",140,"7,181","6,157",255,662,107,"7,181",79.209,85.74
2AE19629223B13A3E055000000000001,ED3409_06004,Athy Rural,888,389,44,"1,321",999,86,195,41,"1,321",67.222,75.625
2AE19629223D13A3E055000000000001,ED3409_06005,Ballaghmoon,50,25,3,78,42,14,21,1,78,64.103,53.846
2AE19629224813A3E055000000000001,ED3409_06006,Ballitore,250,138,8,396,251,48,88,9,396,63.131,63.384
2AE19629224913A3E055000000000001,ED3409_06007,Ballybrackan,134,74,5,213,142,19,47,5,213,62.911,66.667
2AE19629225913A3E055000000000001,ED3409_06008,Ballyshannon,416,108,16,540,279,150,93,18,540,77.037,51.667
2AE19629226513A3E055000000000001,ED3409_06009,Belan,69,26,1,96,59,13,22,2,96,71.875,61.458
2AE19629226613A3E055000000000001,ED3409_06010,Bert,37,25,3,65,36,7,19,3,65,56.923,55.385
2AE19629227313A3E055000000000001,ED3409_06011,Burtown,101,40,2,143,72,37,32,2,143,70.629,50.35
2AE19629228C13A3E055000000000001,ED3409_06012,Carrigeen,151,56,8,215,122,37,51,5,215,70.233,56.744
2AE19629228D13A3E055000000000001,ED3409_06013,Castledermot,373,213,13,599,385,61,138,15,599,62.27,64.274
2AE19629229813A3E055000000000001,ED3409_06014,Churchtown,114,63,0,177,95,26,54,2,177,64.407,53.672
